index,name,description,content,URL
194,청년기능인력 취업지원사업,"도내 신규채용 청년기능인력의 인건비(80퍼센트), 정착지원금(월20만원) 2년간 지원",1. 도내 신규채용 청년기능인력의 인건비(80퍼센트)2. 정착지원금(월20만원) 2년간 지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
195,전주형 일자리지원센터 운영,구인구직 만남의 날 운영 및 상시 구인등록과 취업알선 시스템 구축으로 시민 대상 취업 지원,"구인구직 만남의 날 행사 실시 및 전화, 방문, 인터넷을 통한 구직상담 및 취업알선",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
196,국가기간ㆍ전략산업직종훈련,국가의 기간산업 및 전략산업의 등의 산업분야에서 인력이 부족하거나 수요가 증가할 것으로 예상되는 직종에 대해 직업능력개발훈련 실시하여 기업에서 필요로 하는 기술·기능 인력 양성·공급을 지원함으로 실업문제 해소,"훈련과정에서 발생하는 훈련비 전액과 월 최대 116,000원의 훈련 장려금을 지원합니다.훈련비 지원 - 훈련비 전액 지원(국가에서 훈련기관에 바로 지급)훈련장려금 지원 - 단위기간(1개월)별 소정훈련일수의 80퍼센트 이상 출석한 경우 체크카드처럼 즉시 사용이 가능한 훈련장려금을 월 최대 116,000원씩 내일배움카드 계좌를 통하여 지급",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
197,부산시 직업능력개발 훈련사업,구직자를 위한 직종별 맞춤형 직업훈련 제공 및 취업 지원,"취업 맞춤형 직업훈련 실시, 훈련수당 지원, 취업 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
198,청년두드림센터 운영,"청년들의 취업문제 등 일자리정보를 자유롭게 공유하고, 민관협업을 통한 청년들의 홍보·소통·문화·열린 공간으로 조성, 활용","취업 및 창업 관련 상시 컨설팅 및 멘토링 상담 창구 운영취업 및 진로 관련 상시 컨설팅 및 멘토링 상담 창구 운영미취업자 취업 역량 강화를 위한 일자리 창출 관련 프로그램 운영청년 오픈 공간을 통한 소규모 도서 시설 운영, 청년 자율 참여형 프로그램 운영청년 작가 문화 관련 전시 공간 대여",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
199,KF 글로벌 챌린저(청년 해외진출 활성화),"해외 주요 정책연구소, 박물관, 도서관, 대학 등 기관에서 연수생으로 활동하며 국제적 감각과 실무 경험을 쌓을 기회 제공","이하 4개 프로그램 제공* KF 싱크탱크 인턴십- 활동 : 해외 정책연수고 프로젝트 및 연구소에서 개최되는 각종 학술행사 인턴연구원으로 참여- 기간 : 6개월간 활동- 파견지 : 미국 아시아정책연구소, 애틀란틱카운슬, 우드로윌슨센터, 허드슨 연구소.총 1개국 4개처* KF 박물관 인턴십- 활동 : 한국실 전시, 교육프로그램 지원 및 한국 미술 소장품 연구 등- 기간 : 6개월간 활동- 파견지 : 미국 로스앤젤레스카운티미술관, 보스톤미술관, 스미스소니언프리어새클러갤러리, 시카고미술관, 필라델피아미술관. 총 1개국 5개처* KF 도서관 인턴십- 활동 : 한국학 자료 관리, 자료 안내 및 기타 특별 프로젝트 수행- 기간 : 10개월간 활동- 파견지 : 미국 UCLA 동아시아도서관, UC어바인 랭슨도서관, 남가주대 한국학도서관, 미시건대 아시아도서관, 시카고대 동아시아도서관, 워싱턴대 동아시아도서관, 컬럼비아대 동아시아도서관, 하와이대 한국학센터도서관, 하와이대 해밀턴도서관, 프랑스 콜레주드프랑스한국학연구소도서관. 총 2개국 10개처* KF 주니어 프로페셔널 프로그램(도서관)- 기간 : 10개월간 활동- 파견지 : 미국 의회도서관* 경제적 지원KF 글로벌 챌린저 사업 프로그램에선 아래와 같이 경제적 지원이 제공됩니다.- 일반적 왕복항공권 지원- 해외여행자보험 지원- 체재비 (지역별 상이)",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
200,군 장병 취업지원사업,전역예정 청년장병을 위한 취업지원사업,1. 진로도움 프로그램2. 청년장병 취업사고나학교3. 기업맞춤형 취업과정4. 찾아가는 현장채용설명회5. 취업박람회,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
201,청년캣취업(Cat cheer-up) 사관학교,"청년들의 취업 준비기간 장기화와 산업혁명 시대의 일자리 변화에 발맞춰 진로 로드맵을 포함한 취업 지원 프로그램 제공(집단상담, 개별상담 맞춤형 취업지원 교육(5주간))","1. 자기탐색, 이력서 및 자소서 작성법, 면접클리닉, 모의면접, 일자리트랜드, 직장매너 등의 취업지원 서비스 제공
2. 프로그램 참여비 없음, 수료시 참여수당 20만원 지급",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
202,진주시일자리지원센터,취업상담을 통한 맞춤형 취업지원 및 구인 구직자를 위한 일자리 발굴단 운영,"이력서 및 자기소개서 컨설팅, 동행면접 등",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
203,지역중소기업 맞춤형 인력 양성 사업,지역중소기업 인력 수요 충족을 위해 인력양성기관에 맞춤형 위탁 교육을 실시하여 구인구직의 미스매칭 해소,맞춤형 인력양성지원 교육 및 구인구직,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
204,(서울 강남구)중소기업 청년 인턴 운영,미취업 청년을 고용한 중소기업에 고용장려금 지급,"인턴기간 3개월, 정규직 전환 시 추가 7개월지원지원금액 : 인턴 기본급 185만원 이상 + 4대보험 가입시 기업에 월 100~120만원 차등지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
205,관악구 일자리카페,민간 카페를 일자리카페로 조성하여 청년이 보다 편리하게 취업지원서비스를 통합적으로 제공받을 수 있도록 운영하여 청년층의 안정적인 사회 진출 등을 지원,"일자리카페에서 입사지원서 피드백, 현직자 멘토링 등 취업지원 프로그램 운영, 스터디룸 무료제공 등",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
206,allA(청년진로역량강화)프로그램,"마음열기, 마음모으기(협력), 의사소통 및 생애설계와 비전수립 등에 대한 참여식 집단상담 프로그램","직장 생활 의사소통과 대인관계,협력적 문제 해결 관련 능력 향상-취업 의욕과 자신감 제고 및 생애비전 설계 지원 지원-프로그램 종료 후에도 지속적인 취업 상담 등 취업 지원 서비스 제공",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
207,제주 청년 갭이어(Gap year) 체험 사업,제주를 떠나 다양한 삶을 경험할 기회가 적은 도내 청년들에게 도외에서 갭이어를 통한 배움과 체험의 기회를 제공하여 청년 스스로 향후 자신의 진로에 대한 진지한 고민과 삶의 방향성을 설정해 볼 수 있도록 지원,"갭이어 전문 수행기관 컨설팅 + 20일간 도외 체류비 일부지원청년들의 자아발견 및 진로설정 고민 등에 대한 교육 및 1:1 맞춤 컨설팅 제공도외 체류비 : 항공비(실비) + 숙소제공 + 식비 정액지원 *도외 체류비 중 항공비, 숙박비는 업체에 직접 지급, 식비는 1주일 단위로 개인별 사후 지급 예정",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
208,지역별 서울청년센터 설치 운영,생활권 가까이 지역별 서울청년센터 운영을 통해 청년 맞춤형 지원 운영,"청년 맞춤형 종합상담, 청년 지원정보 집적 및 제공, 사회적관계망 형성 사업 등",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
209,대학일자리센터지원,도내 대학생들의 취업역량 강화 등 종합적인 취업지원 서비스 제공으로 청년취업 활성화 도모,"진로지도 및 취업지원 서비스, 취업알선, 청년고용정책 홍보, 취업지원 관련 프로그램 운영 등",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
210,전북형 청년취업지원사업,관내 청년을 고용한 기업에 인건비를 제공함으로써 청년실업 및 관내 기업 인력난 해소에 기여,청년 신규 채용 사업장에 수습기간 3개월 동안 청년 인건비 최대 월 65만원 지원정규직 전환 기업에 월 65만원 내에서 9개월 추가 지원장기근속 청년취업자들에게 1인당 총 300만원의 취업장려금지급,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
211,청년일자리플랫폼 구축 운영,청년 취·창업 네트워킹 지원을 위한 one-stop 서비스 및 공간제공,취창업 네트워킹 및 청년공간 지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
212,센텀 혁신 일자리 지원사업 (지역주도형 청년일자리 사업),센팀지역 혁신 중소기업 취업지원,"청년인건비(2+1년간), 직무교육비",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
213,청년 면접정장 무료대여,도내 구직청년(도내대학생 포함)에게 면접정장 무료 대여,"남녀 면접정장 대여(셔츠, 블라우스, 넥타이, 벨트 포함)",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
214,2021년 공공근로 사업,"실업자에게 한시적 일자리를 제공하고, 소규모 지역현안사업 해소를 위함",월 150만원(급여) X 3개월 지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
215,경력단절여성 취업지원프로그램,"취업을 원하나 출산, 육아로 인해 경력이 단절된 여성이 기초직업능력을 제고함으로써 재취업 분야 결정 등 경력계획을 수립할 수 있도록 지원하고, 재취업 분야 진입을 위한 방안을 실행할 수 있도록 지원하는 프로그램","직업의식 확립 재취업분야 구체화 재취업 분야 진입을 위한 실행방안 모색 자신감 회복 및 취업 장애요인 극복 재취업을 위해 필요한 후속단계(전문직업교육, 인턴십, 취업 등) 지원ㅍ",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
216,수성구 청년 해외취업 지원 사업,수성구 지역 청년들이 세계로 나아가 글로벌 인재로 성장할 수 있도록 해외취업 기회의 발판을 제공하여 청년 중심의 일자리 발굴 및 청년 실업 해소에 기여,1인당 직무·어학 교육 및 항공료 등 최대 500만원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
217,공무원 시험 준비반 운영,정선군 관내 거주 공무원 시험준비생에게 오프라인 강의권 및 온라인 수강권 지급,"국어, 영어(문법,독해), 한국사 오프라인 강의, 공무원 단기 온라인 수강권 지급",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
218,청년소모임활동지원사업,청년 소모임(팀)을 지원하여 지역 공동체로 발전 및 성숙 유도,"사업비, 활동비, 컨설팅ㆍ전문가 자문비 등",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
219,청년 해외진출 멘토링,"해외취업을 희망하는 청년들이 원활한 해외취업 및 정착을 할 수 있도록 해당국 취업에 필요한 역량, 준비사항, 현지정보 등 멘토링 지원","해외취업 및 창업을 희망하는 청년들의 성공적인 해외진출을 위하여 해외진출에 필요한 역량, 사전준비, 현지 취업, 생활정보 등 해외진출 전반에 대한 노하우를 가진 해외취업 및 창업 관련 전문가를 선발하여 멘토단을 구성,온라인을 중심으로 해외진출 콘텐츠를 개발하고 멘티와 소통하며 해외진출 희망 청년들에게 멘토링 제공",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
220,대학생 아르바이트 사업,"대학생들이 방학기간 및 학기 중 시정에 참여하여 사회경험을 쌓고, 학비 마련의 기회를 제공하고자 함","시급 10,000원(시흥시 생활임금), 보험 본인부담액 공제- 방학중 : 주 30시간 / 4주간- 학기중 : 주 16시간 / 12주간※ 주휴수당 및 출장수당(5천원/일/외부활동 2시간이상) 별도",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
221,한국형 온라인 공개강좌(K-MOOC),"다양한 분야, 전문지식 습득을 위한 온라인 공개 우수강좌 650개 이상을 개발·제공하여 언제, 어디서나, 누구나 무료로 수강할 수 있도록 함","분야별 강좌, 묶음강좌, 학점은행과정 등",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
222,동구 청년 드림빌리지 조성사업,"지역 중소기업 취업지원으로 지역 정착 지원, 인건비 및 직무교육, 자기계발비 등 지원","월 160만원×24개월 총 3,840만원 지원. 지원금 수급 중 자기계발비 10만원 지원(교육비, 면접비, 교통비, 도서구입비, 자격증 취득접수비 등)",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
223,"KOICA 해외사무소,재외공관 영프로페셔널",ODA 사업 참여 기회 제공을 통해 청년 일자리 창출과 취업준비생에게 해외 직장 체험의 기회를 제공,"* 활동내용 - 공관 주재 민관협동 개발협력회의체 운영 지원 - 수원총괄기관과의 협의회 및 공여국 회의 참석 지원 - 주재국내 타 공여국 ODA 사업 동향 파악 및 자료조사 - ODA 관련 공관 행사 지원  - 단원 대상 공지사항 작성 - 출장단 업무수행 - 사무소 행사지원 ( NGO 간담회 연수생 동창회 등 ) - 봉사단 업무지원 수행 ( 현지 평가회의 현지적응훈련 기관장회의 등 )* 파견기간 (최대 10개월) - 파견일로부터 5개월 - 5개월 근무 후 근무평가에 따라 계약 5개월 연장 가능* 근무장소  - KOICA 해외사무소 인턴 - KOICA 본부 및 해외사무소  - 재외공관 인턴 - 해당국가 재외공관* 진출지원금 지급  1. 파견지원    - 출국 준비금 지원   - 항공료지원   - 여권 및 비자발급 대행 지원   -  보험료지원   -  건강검진, 예방접종비 지원 2. 주거지원   - 현지생활비 지원   - 주거비 및 기타 소요경비 지원   -  재해 및 상해보험 지원   -  긴급의료지원 서비스 지원 3. 귀국지원    - 귀국수당지원   - 귀국 항공료 지원   - 화물탁송료 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
224,인천청년공간 유유기지 운영,청년들의 소통과 교류의 공간 제공 및 프로그램 운영,"청년들을 위한 소통과 쉼 공간 운영,청년 커뮤니티 활성화 지원-청년역량강화를 위한 맞춤형 프로그램 운영 등",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
225,취업능력향상(행복오름) 프로그램 II,"근로능력수급자의 근로의욕 증진과 경력설계를 돕기 위해, 대상자의 취업능력 향상을 지원하고 맞춤형 취업지원이 이루어질 수 있도록 마련된 프로그램","- 매회 1.5시간 특강 형태로 진행- 심리적 자립과 효율적 경력설계 노하우 습득을 지원하여 개인의 더 나은 삶을 설계할 수 있도록 구성- 프로그램 참여 후 고용복지+센터의 네트워크를 통해 복지부, 행안부, 고용부의 다양한 지원정책 활용가능",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
226,중소기업탐방 프로그램,청년에게 우수 중소·강소기업 탐방기회(5일 이내 프로그램)를 제공하여 다양한 직업정보 및 경험 습득 지원,본인(청년)이 희망하는 산업분야에 대한 중소기업 탐방 프로그램 참여- 1일(5시간) ~ 5일(40시간)의 프로그램 무료 참여- 수료자에 대해 관할 지방(지)청장 명의의 수료증 발급,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
227,전북형 청년취업 지원사업,"청년층 미취업자를 대상으로 중소기업 등의 수습기회를 제공함으로 직장경력 및, 정규직으로 취업가능성을 제고하여 기업의 청년층 고용촉진","실시기업에 대하여 최장 12개월(수습 3개월, 정규직 전환 시 9개월)동안 채용인원 1인당 월 50~65만원 지원, 청년취업자에게 지원개시일부터 6개월, 12개월, 24개월 경과 시 각100만원(총300만원)씩 분할 지급 (단, 대기업의 경우 60만원으로 지원금 고정)",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
228,세종시시 스타트업 청년일자리 지원사업,"관내 미취업 청년에게 관내 우수한 스타트업에 채용을 지원하여 지역정착을 유도하고, 인력부족 등으로 어려움을 겪는 스타트업의 활력을 제고","- 인건비 월 200만원(보조 80퍼센트, 기업부담 20퍼센트)
- 직무교육
- 교통비(10만원 지원)",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
229,대학생 직무인턴,"도내 소재 대학(교) 재학생, 휴학생, 취업준비생을 대상으로 한 체험형 공공기관 직무인턴","- 일 66,800원 (4대 보험금에 대한 자기부담금 공제 후 지급)- 1주 만근 시 주휴수당 지급(마지막주 제외), 1개월 개근 시 다음달 연차 1일 부여",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
230,청년 일자리카페 운영,청년 구직자 접근이 용이한 밀집지역에 직업상담사와 청년이 소통할 수 있는 공간을 제공하여 청년 주도의 일자리 탐색 및 취업전략 마련,"취업상담, 1대1멘토링, 기업탐방, 그룹스터디 등 취업연계프로그램 진행",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
231,청년날개 사업,면접정장 대여로 취업비용 부담 해소를 통한 청년취업률 향상,"면접정장 대여- (남자) 재킷, 바지, 셔츠, 구두, 벨트, 넥타이- (여자) 재킷, 스커트, 블라우스, 구두",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
232,충남 희망이음 프로젝트,"도내 청년과 지역 우수기업 간 상호교류(기업탐방, 채용행사)를 활성화하여 지역기업 취업에 대한 긍정적 인식 제고 및 지역인재 유출방지 강화","간접지원(기업탐방, 취업특강, 직무 및 이력서 컨설팅, 박람회 부스 등)",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
233,항공정비인력양성채용,항공산업 현장 수요 중심 정비인력 양성을 위한 교육훈련 인프라 구축 및 향후 항공정비인력 일자리 창출,"* 한국에어택항공직업전문학교- 항공정비사 면허 자격 시험 응시시 작업형 실기시험 면제 혜택- 자체항공기 운영: 직접 운항되는 항공기로 김포공항 RAMP 주기장내(Parking Lot)에서 다양한 실습 실시- 산학협약 및 교육연계 협약기관과의 MOU를 통해 진로지원* 아세아항공직업전문학교- 과정 이수시 항공정비사 자격시험 과목면제 혜택 - 실기시험 : 구술면접(실작업형 면제 혜택)  - 항공정비기능사(기관 / 기체 / 장비 / 전자), 항공산업기사, 항공정비사(비행기) 자격증 취득 가능* 한국과학기술직업전문학교- 과정 수료시 훈련이수 증명서 수여- B737 기종교육 필수장비 (1. 엔진 2. 랜딩기어 3. 도어 4. 시뮬레이터) 모두 보유",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
234,이노베이션 아카데미,우수 SW 인재 육성을 위한 프로젝트 혁신 프로그램 지원,"ㅇ(지원내용) 2년 비학위 과정의 교육(교육비 없음) 및 교육 지원금 제공- IT환경 지원 (데스크탑(아이맥) 775대 및 교육환경 구축)- 42서울 교육지원금: 교육과정 중(최대 2년) 월 최대 세전 100만원- 멘토링: 소프트웨어개발, 컨설팅 등 최고전문가(멘토단)의 멘토링 제공- 교육 및 개발공간: 24시간 개방형 교육생 학습공간 제공- 기업, 커뮤니티와 협력 프로젝트 기회 제공- 기타 42서울 교육생 베네핏 프로그램- (전달체계) 정보통신기획평가원(전담), 비영리 법인(설립 중, 주관)",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
235,대구청년학교 딴길2,진로와 삶의 방향을 고민하는 청년들을 대상으로 진로에 대한 고민과 교육의 장을 제공하여 삶을 주도할 수 있는 역량강화 지원,"진로탐색 및 역량강화 프로그램 운영(딴길2) 일반형, 대안적 선택 및 진로탐색 활동 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
236,찾아가는 청년층 직업지도 프로그램,고졸 및 청년 취업희망자를 대상으로 진로상담 및 취업특강을 실시하여 올바른 직업관 형성 및 구직의욕 고취,특성화고 취업캠프 및 직업지도 프로그램 운영일반계고 NEW START 프로그램 운영청년 내일찾기 지원 프로그램 운영,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
237,광주시 대학일자리센터 운영지원,"대학 내 취·창업지원 인프라구축, 진로지도강화, 취업지원서비스강화 등 프로그램 운영지원을 통한 청년 진로 및 취업 원스톱 서비스 제공","진로상담, 취업정보제공, 해외취업 등 청년 대상 취업지원 종합 서비스센터",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
238,단기집단상담프로그램,"취업의욕 및 기초 직업능력 향상과정과 구직기술 형상과정으로 이루어진 프로그램으로 장기간(3일~5일)의 프로그램 참여가 어려운 경우,단기(3~4시간)로 필요한 부분만을 선택하여 수강 할 수 있는 집단상담 프로그램","지원금·보조금 - 취업성공패키지 Ⅰ유형 (1단계 참여자)가 단기집단프로그램, 취업특강 등에 2회 이상 참여할 경우 5만원의 수당이 추가로 지급- 취업성공패키지 Ⅱ유형 참여자는 단기집단상담프로그램 또는 취업특강 참여시 추가 지급액 없음공통 지원- 청년에게 필요한 교육프로그램으로 이력서ㆍ자기소개서 클리닉, 모의면접, 취업전략수립 등을 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
239,대학일자리 센터 운영 지원,"고용노동부와 시, 대학이 협업하여 청년 취창업 역량 강화",취업역량 강화 프로그램 운영-구직자 및 구인기업 알선,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
240,청년 중장기복무 제대군인 전직서비스 지원,"5년 이상 군 복무 후 전역한 중장기복무 제대군인에게 직업훈련, 취·창업 알선 등 전직서비스를 지원하여 전역 후 안정적인 사회복귀 도모","취·창업 컨설팅 및 알선, 직업교육훈련, 전직지원금 지급",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
241,스마트농업 전문가 육성,스마트농업 전문가 양성 교육 프로그램 제공,"스마트농업 전문가 양성 교육 ?작물특성, 현장애로기술, 빅데이터 분석 방법 등 . 주요 농작물의 환경, 생육상황 등을 조사 분석하여 농업빅데이터 구축",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
242,스마트공장 구축기업 청년체험단 운영,중소기업 인식개선 및 청년취업 유인을 위해 청년구직자를 대상으로 스마트공장 구축기업에서의 일자리 체험 기회 제공,"구직 청년에게 직무교육 제공 후, 스마트공장 구축기업에 최대 3개월간(방학기간 참여 등) 직무체험 진행 및 채용연계- 직무교육: 구직자 당 집합교육(1박2일) 1회 100퍼센트- 현장실습: 구직자 당 훈련수당 월 60만원(최대 3개월)- 취업연계: 체험기간 종료 후 체험자 정규직 전환 유도",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
243,1인 미디어 콘텐츠 산업 육성사업,4차산업 혁명시대 미디어 신산업 육성을 위한 1인미디어 콘텐츠 인력양성,"1인 미디어 콘텐츠 창작자 양성교육, 멘토링, 활동 인프라 제공",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
244,청년예술가 육성 지원,"청년예술가를 선발, 재정지원 및 컨설팅을 통해 지역 대표예술가로 육성","- 재정지원 : 안정적 창작활동을 위한 매월 80만원 지원(무정산)- 홍보지원 : 선정자 홍보자료집 제작,배포 및 주요 활동언론보도 등- 활동지원 : 재단 운영시설과 연계하여, 연습(발표) 공간 지원- 역량강화 교육지원- 멘토링 프로그램(활동 컨설팅 및 모니터링)- 예술계 네트워크 확대를 위한 교류 및 워크숍(선후배, 멘토, 청년예술가 간 인적교류)",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
245,기업대학,고용보험에 가입된 기업 및 사업주단체가 단독 또는 공동으로 설립한 학위와 무관한 대학으로 자체시설(임차 포함)에서 직접 운영하는 기업대학,"① 수강료 무료(전액 정부지원)② 숙련향상학과, 인재육성학과별로 구분하여 훈련수당 및 숙식비 일부 지원* 연간 지원액(채용예정자의 수업료 및 인프라 구축비용은 제외함)은 기업대학 이외의 훈련에 대한 지원금을 포함하여 고용보험법 시행령 제42조에 따른 비용지원한도액을 초과할 수 없음** 2012년부터 고용노동부가 주관하는 심사를 통과하고 훈련과정을 인정받은 기업대학은 고용노동부로부터 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
246,청년 프로그래밍 교육사업,4차산업혁명시대 핵심분야인 코딩과 프로그래밍 교육을 통하여 첨단 인력 양성과 취업·창업 기회 제공,"인건비 : 6.5백만원, 홍보비 : 2.2 백만원, 강의실 임차료 : 3백만원, 물품구입 등 사무관리비 : 3.3백만원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
247,중소기업 청년인턴 사업,울주군 소재 중소기업이 울주군 청년을 인턴으로 채용한 경우 기업과 인턴 모두에게 지원금 지원(인턴기간 3개월+정규직전환후 6개월=총9개월),"- 기업(임금지원금) : 월80만원×9개월 총 720만원 지원- 청년(취업지원금) : 정규직 전환시 100만원, 전환 후 6개월 근속시 200만원 총300만원지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
248,(서울 구로구)지역주도형 청년일자리 사업(지주형),전국 주도 하향식 일자리 사업에서 벗어나 지역별 특성과 청년 개개인을 고려한 현장 중심의 맞춤형 청년일자리 사업 추진으로 청년의 지역정착을 유도하고 청년일자리의 지속가능성을 제공,"- 청년 근로자 1인당 월 160만원 인건비 지원- 진로·직무 관련 교육비, 일자리 멘토-멘티 수당 지급",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
249,문화예술교육사 인턴십 지원,문화기반시설 연계 문화예술교육사의 실무경험 및 기획능력 배양,"- 지원조건 : 도내 거주하는 문화예술교육사 자격증 소지자 (만39세 이하, 문화예술교육사 자격증 취득 후 3년 이하인 자 우대 선발)- 근무기간 : 계약일로부터 6~10개월- 보수기준 : 기본급은 2020년 최저임금 및 생활임금 등을 토대로 편성 근로기준법 범위 내 선정시설 내규에 따라 당사자 간 합의에 의해 결정- 근무시간 : 주 5일(주 40시간), 1일 8시간(09:00~18:0- / 휴게시간 12:00~13:00) - 근무시간은 프로그램 운영 진행 상황에 맞게 조정 가능- 문화예술교육사 채용자와 선정시설 간 근로조건 명시 근로계약 체결 필수",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
251,"청년 직무역량 교육(청년 온라인 취업특강자 집중 컨설팅, 내일(꿈)을 job아, 사무 및 회계실무자 양성과정, 현직자 멘토링 취업프로그램, 특성화고 맞춤 취업지원사업, NCS채용 대비 취업특강)",청년들의 취업 역량 강화 프로그램 운영,청년 취업 역량 강화 프로그램 운영,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
252,청년일자리 공공근로 사업,"교육훈련, 일경험 제공","구청 각 부서에서 공공업무를 제공하여, 경제활동을 영위할 수 있도록 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
253,사회적경제조직 청년일자리사업,"사회적경제조직에 취업시 2년간 기업에 인건비 지원(기본급의 80퍼센트), 교통비 지원(월10만원) 및 24개월 후 정규직으로 전환시 청년에게 분기별 250만원씩 총 1년간 인센티브를 지급하는 정책","- 사업 참여기업 취업 매칭, 직무능력 강화 교육 연 20시간 지원- 기본급, 교통비, 정규직 전환시 인센티브 지급",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
254,무역 IT&패션의류 무역마스터 전문가 양성 사업,"한국무역협회와 공동으로 무역, SC IT, 패션의류 무역마스터 전문가 양성 사업추진하여 세계시장을 누비는 글로벌 인재양성, 국내·외 우수기업에 취업하도록 지원",구민 교육수료생 교육비 지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
255,청년 꿈이룸프로젝트,청년구직자의 면접 준비 부담 해소 및 구직비용 절감을 위해 면접정장 대여 및 취업용 증명사진 무료 지원,"면접정장 대여 - (남자) 재킷, 바지, 셔츠, 구두, 벨트, 넥타이 - (여자) 재킷, 스커트, 블라우스, 구두증명사진 촬영 - 증명사진 무료지원(1인당 사진 총 16매 제공)",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
