description_word,total_cnt,money,interview,edu,job,consult,cnt_money,cnt_interview,cnt_edu,cnt_job,cnt_consult
휴식기,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
고교졸업생,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
사용법,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
발표활동,1.0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
포털사이트,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
홈케어산업,2.0,0,0,1,1,0,0.0,0.0,2.0,2.0,0.0
슈트잡,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
소기업,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
계약학과,5.0,1,0,1,0,0,5.0,0.0,4.0,0.0,0.0
실행방안,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
중심지,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
청년실업률증가,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
금융연금경제학,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
개발교육,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
직전년,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
건강관련,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
와유,2.0,0,0,0,1,1,0.0,0.0,0.0,2.0,1.0
법인세,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
면접용,18.0,1,1,0,0,0,5.0,18.0,0.0,0.0,0.0
명단,2.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
귀책,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
종합상담지원,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
자활기반,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
전문강사,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
보수액,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
지원활동,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
컬러,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
운영기관,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
채용요강,2.0,0,1,0,0,1,0.0,1.0,0.0,0.0,2.0
행정체험,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
취업훈련기관,2.0,0,0,1,0,1,0.0,0.0,2.0,0.0,2.0
청년일자리체험사업,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
구직층,2.0,0,0,0,1,1,0.0,0.0,0.0,2.0,2.0
서초문화원,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
경북,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
노령화,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
청년스테이션,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
교육서비스,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
자금용,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
생마,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
진주,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
은평,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
구인서비스,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
구축운영,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
농업인력,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
기술직군,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
아르바이트,6.0,1,0,0,1,0,6.0,0.0,0.0,1.0,0.0
오스트리아,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
반려,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
소진,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
채용률,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
지역화,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
생육상황,2.0,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0
위치,2.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
농업인턴채용,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
역량채용,2.0,0,1,0,1,0,0.0,2.0,0.0,2.0,0.0
청년채용기업,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
공고일,3.0,1,0,0,0,0,3.0,0.0,0.0,0.0,0.0
직업능력개발,3.0,1,0,1,0,0,2.0,0.0,3.0,0.0,0.0
벤처투자,5.0,1,0,1,0,0,5.0,0.0,5.0,0.0,0.0
포기,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
가입이력,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
행정체험기회,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
연합회원,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
간식비,5.0,1,0,0,1,0,5.0,0.0,0.0,1.0,0.0
창업허브공간,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
빌라,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
기술혁신,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
만근,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
앵커기관,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
청년고용지원,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
조직상,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
지역항공산업,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
촬영연습,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
핵심역량,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
경쟁력강화,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
한국사,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
당일,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
청년소비,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
조언,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
벨트여자,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
괴산군,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
미션,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
국제적,3.0,1,0,1,0,0,2.0,0.0,3.0,0.0,0.0
농산물가공품,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
전문퇴직자,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
기준점수,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
세금,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
영동군,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
재학중우수자,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
농촌정착,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
미래역량,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
월지원액,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
동력산업,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
인증지원,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
서리풀,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
진로취업,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
청춘야학당,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
근속장려금,3.0,1,0,0,1,0,3.0,0.0,0.0,1.0,0.0
코딩교육,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
고통,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
전북일자리종합센터,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
산정,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
구축비용,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
장기실직자,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
서귀포시,3.0,0,0,1,0,1,0.0,0.0,3.0,0.0,3.0
지역정착률,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
시정업무,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
시만,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
로드페스티벌,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
지역민,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
기획기술혁신,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
일터기반,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
디지털시대,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
취업문제,2.0,0,1,0,0,1,0.0,2.0,0.0,0.0,2.0
기업탐색,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
발산,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
농촌지도사업,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
직적적,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
니트청년,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
차트,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
관련학과,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
종합보,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
개관시간,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
고용유지장려금,3.0,1,0,0,1,0,3.0,0.0,0.0,2.0,0.0
연장사업,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
제공유관기관,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
저축,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
창업공간,2.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
충북청년,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
창업공간제공,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
채용관리시스템,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
포함가능,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
채용전형,3.0,0,1,0,0,1,0.0,1.0,0.0,0.0,3.0
연봉지원,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
자율사업,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
실용기술,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
금융진로,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
약제,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
공정,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
캐나다,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
능력수준,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
고성,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
일자리밴드,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
익산시,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
공공특화분야,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
구상,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
정책자금,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
선원인력,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
지방공기업,4.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
공동생활,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
세종캠퍼스,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
연장가입,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
정보보안,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
학습환경,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
취업홈런옷장,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
업무역량,2.0,1,0,0,1,0,1.0,0.0,0.0,2.0,0.0
수산식품,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
지역정착기반,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
부산권,2.0,0,1,0,0,1,0.0,2.0,0.0,0.0,2.0
추가고용,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
대상긴급,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
가속,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
고용우수,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
동반,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
고립청년,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
분주,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
미정,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
수산,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
인재육성학과,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
공정무역,5.0,0,0,1,0,0,0.0,0.0,5.0,0.0,0.0
가족수당,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
자녀,4.0,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0
전문직업상담사,3.0,0,1,0,0,1,0.0,3.0,0.0,0.0,3.0
문화활동비,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
기업창출,2.0,0,0,1,0,1,0.0,0.0,2.0,0.0,2.0
기능적연계,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
납입분,3.0,1,0,0,1,0,3.0,0.0,0.0,3.0,0.0
가이드라인,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
전산교육,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
청년카페,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
연구마을,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
방학,4.0,1,0,0,1,0,4.0,0.0,0.0,2.0,0.0
디테일,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
직업안정성,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
해소방안,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
대외협력,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
취업정보제공,3.0,0,1,0,0,1,0.0,1.0,0.0,0.0,3.0
생활임금이상,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
기초연구비,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
문화관광,2.0,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0
로컬푸드,2.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
영위,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
국비지원,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
배부,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
미스매치해소,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
정선군민,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
실무인력,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
농업빅데이터,2.0,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0
취업타로,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
취업장려,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
주선,2.0,0,0,1,0,1,0.0,0.0,2.0,0.0,2.0
발휘,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
상반기,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
공과대학,2.0,0,0,1,1,0,0.0,0.0,2.0,1.0,0.0
스위스,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
운영일반계,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
호텔,3.0,0,0,1,1,0,0.0,0.0,3.0,3.0,0.0
역할분담,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
수출농업단지,4.0,1,0,0,1,0,4.0,0.0,0.0,2.0,0.0
물가,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
사이버지식정보방,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
위내,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
왕복택배비,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
북한,3.0,1,0,1,0,0,3.0,0.0,3.0,0.0,0.0
귀촌,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
친화,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
스택,2.0,0,0,1,1,0,0.0,0.0,2.0,2.0,0.0
청년문화기획,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
온라인직무체험교육,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
선도대학,6.0,0,0,1,1,0,0.0,0.0,6.0,4.0,0.0
관광축제,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
사회생활,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
기술취득,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
선제적,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
입영전,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
청춘디딤돌,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
응용,2.0,0,0,1,1,0,0.0,0.0,2.0,1.0,0.0
취업상담회,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
장점,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
청년공간정보,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
사회초년생,2.0,0,0,1,1,0,0.0,0.0,2.0,1.0,0.0
연료전지,4.0,0,0,1,1,0,0.0,0.0,4.0,4.0,0.0
금천구,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
일반구직자,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
실험,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
교육청,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
취업생태계,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
과제활동,4.0,1,0,1,0,0,4.0,0.0,1.0,0.0,0.0
청년일자리상담,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
목돈,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
옷장,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
지역정착형,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
구민청년,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
자원봉사포털,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
벼락,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
관계부처,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
영농분야,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
문제해소,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
첨삭,3.0,0,1,0,0,1,0.0,1.0,0.0,0.0,3.0
챌린지,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
근로소득세,3.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
산학협의체,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
분류,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
진단분석,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
포스트,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
충남스퀘어,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
기술발전,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
노르웨이,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
조선업종,2.0,0,0,1,0,1,0.0,0.0,2.0,0.0,2.0
주택공급,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
시청,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
지원군,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
일반사업,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
적시,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
상하,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
베이,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
구직역량,1.0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0
청년정책담당관,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
휴학,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
접종비,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
공연장,2.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
위생,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
대경혁신인재,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
고용활성화,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
공연장소,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
상호지원,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
청년단체,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
배터리산업,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
산업구조,2.0,1,0,1,0,0,1.0,0.0,2.0,0.0,0.0
입주자,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
취업준비기간,2.0,1,1,0,0,0,1.0,2.0,0.0,0.0,0.0
종합컨설팅,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
시야,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
병역진로설계,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
개인공부,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
채용인원,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
양성시스템,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
후배,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
강원,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
항공정비,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
신용관리,2.0,0,0,1,0,1,0.0,0.0,2.0,0.0,2.0
금융전문,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
재취업분야,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
정착실현,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
농법,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
모월,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
회사,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
취득활성화,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
청년학교,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
국어,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
수출전문업체,4.0,1,0,0,1,0,4.0,0.0,0.0,2.0,0.0
공학,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
활동준비금,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
맞춤훈련사업,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
공동주택,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
법정부담금,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
꽃단지,4.0,0,0,0,1,0,0.0,0.0,0.0,4.0,0.0
상담제공,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
지역사회기여지원,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
대명동,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
문비,3.0,1,0,0,0,1,3.0,0.0,0.0,0.0,3.0
기체제작,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
공유활동,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
언서,2.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
온라인청년센터,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
정보화교육,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
직장문화,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
선택교육지원,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
청년고용여건,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
시점,2.0,1,0,1,0,0,2.0,0.0,1.0,0.0,0.0
제품출력,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
인천청년공간,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
프로젝투에,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
진로탐색학점제,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
청년고용안정,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
영업직,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
생활보장,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
현장면접기회,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
학령인구,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
타워,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
백신기술개발,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
여종,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
기계,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
노동법률교육,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
대학가,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
현장교육,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
이직,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
실무능력,3.0,0,0,1,1,0,0.0,0.0,3.0,3.0,0.0
직무개발비,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
기업가정신,1.0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
증설,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
창농지원,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
산업인공지능,3.0,0,0,1,1,0,0.0,0.0,3.0,3.0,0.0
출자출연기관,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
진로직업설계,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
노인세대,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
생활체육활동,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
진로심리,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
일구데이,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
공익적,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
복지포인트지급,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
소형건설기계,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
국민기초생활수급자,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
고용충격대비,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
